Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
I'm Glad My Mom Died,,,,,Jennette McCurdy,"McCurdy, Jennette",,,,,,Simon and Schuster,New York,2022/08/09,2022,,,,Biography & Autobiography,"* #1 NEW YORK TIMES BESTSELLER * #1 INTERNATIONAL BESTSELLER * MORE THAN 2 MILLION COPIES SOLD! A heartbreaking and hilarious memoir by iCarly and Sam & Cat star Jennette McCurdy about her struggles as a former child actor—including eating disorders, addiction, and a complicated relationship with her overbearing mother—and how she retook control of her life. Jennette McCurdy was six years old when she had her first acting audition. Her mother’s dream was for her only daughter to become a star, and Jennette would do anything to make her mother happy. So she went along with what Mom called “calorie restriction,” eating little and weighing herself five times a day. She endured extensive at-home makeovers while Mom chided, “Your eyelashes are invisible, okay? You think Dakota Fanning doesn’t tint hers?” She was even showered by Mom until age sixteen while sharing her diaries, email, and all her income. In I’m Glad My Mom Died, Jennette recounts all this in unflinching detail—just as she chronicles what happens when the dream finally comes true. Cast in a new Nickelodeon series called iCarly, she is thrust into fame. Though Mom is ecstatic, emailing fan club moderators and getting on a first-name basis with the paparazzi (“Hi Gale!”), Jennette is riddled with anxiety, shame, and self-loathing, which manifest into eating disorders, addiction, and a series of unhealthy relationships. These issues only get worse when, soon after taking the lead in the iCarly spinoff Sam & Cat alongside Ariana Grande, her mother dies of cancer. Finally, after discovering therapy and quitting acting, Jennette embarks on recovery and decides for the first time in her life what she really wants. Told with refreshing candor and dark humor, I’m Glad My Mom Died is an inspiring story of resilience, independence, and the joy of shampooing your own hair.",,,,,,,,,,,304,,,5.98 x 1.30 x 9.45 in,,14.99 $,English,,791.4502/8092 B,,,,9781982185824,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 10:48:38.589521050,,,,,,,,13mAEAAAQBAJ,,0,0,0,,,
Inheritance,,"The Lost Bride Trilogy, Book 1",,,Nora Roberts,"Roberts, Nora",,,,,,St. Martin's Publishing Group,,2024/10/29,2024,,,,Fiction,"Inheritance is the first in The Lost Bride Trilogy by #1 New York Times bestselling author Nora Roberts—a tale of tragedies, loves found and lost, and a family haunted for generations.1806: Astrid Poole sits in her bridal clothes, overwhelmed with happiness. But before her marriage can be consummated, she is murdered, and the circle of gold torn from her finger. Her last words are a promise to Collin never to leave him...Graphic designer Sonya MacTavish is stunned to learn that her late father had a twin he never knew about—and that her newly discovered uncle, Collin Poole, has left her almost everything he owned, including a majestic Victorian house on the Maine coast, which the will stipulates she must live in for at least three years. Her engagement recently broken, she sets off to find out why the boys were separated at birth—and why it was all kept secret until a genealogy website brought it to light.Trey, the young lawyer who greets her at the sprawling clifftop manor, notes Sonya’s unease—and acknowledges that yes, the place is haunted...but just a little. Sure enough, Sonya finds objects moved and music playing out of nowhere. She sees a painting by her father inexplicably hanging in her deceased uncle’s office, and a portrait of a woman named Astrid, whom the lawyer refers to as “the first lost bride.” It’s becoming clear that Sonya has inherited far more than a house. She has inherited a centuries-old curse, and a puzzle to be solved if there is any hope of breaking it...",,,,,,,,,,,448,,,5.39 x 1.14 x 8.19 in,,,English,,,,,,9781250901835,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 10:48:38.578690052,,,,,,,,UabvEAAAQBAJ,,0,0,0,,,
Inheritance,,Book IV,,,Christopher Paolini,"Paolini, Christopher",,,,,,Random House Children's Books,New York,2012/10/23,2012,,,,Young Adult Fiction,"Don’t miss the eagerly anticipated epic new fantasy from Christopher Paolini—Murtagh!The astonishing, masterful conclusion to the Inheritance Cycle, perfect for fans of Lord of the Rings! The New York Times bestselling series has sold over 40 million copies and is an international fantasy sensation. ""Christopher Paolini is a true rarity."" —The Washington Post Not so very long ago, Eragon—Shadeslayer, Dragon Rider—was nothing more than a poor farm boy, and his dragon, Saphira, only a blue stone in the forest. Now the fate of an entire civilization rests on their shoulders. Long months of training and battle have brought victories and hope, but they have also brought heartbreaking loss. And still, the real battle lies ahead: they must defeat Galbatorix. There will be no second chances. The Rider and his dragon have come further than anyone dared to hope. But can they topple the evil king and restore justice to Alagaësia? And if so, at what cost?This updated edition of Inheritance includes:· A sneak peek of Murtagh· One section of a brand-new Alagaësia map by Christopher, with a unique code that will unlock a different piece of exclusive digital content. Collect all 4 books in the Inheritance Cycle to see the full map and unlock all bonus content!· A redesigned cover using the iconic original art",,,,,,,,,,,896,,,5.51 x 1.81 x 8.27 in,,10.99 $,English,,,,,,9780375846311,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/05/22 17:42:21.252028942,,,,,,,,NNsoed6bmNMC,,0,0,0,,,
Ink Blood Sister Scribe,,A Novel,,,Emma Törzs,"Törzs, Emma",,,,,,HarperCollins Publishers,"New York, NY",,2023,,,,Fiction,"NAMED A NEW YORK TIMES NOTABLE BOOK OF THE YEAR & ONE OF THE BEST FANTASY NOVELS OF THE YEAR  ""Astonishing and pristine, the kind of debut I love to be devastated by, already so assured and sophisticated that it's difficult to imagine where the author can go from here. . . . It's simply a delight from start to finish."" - AMAL EL-MOHTAR, New York Times Book Review  ""Follow where this novel leads and you will be lost in a bewitching spell, a book of magic about books of magic . . . extraordinary."" - MARLON JAMES In this spellbinding debut novel, two estranged half-sisters tasked with guarding their family's library of magical books must work together to unravel a deadly secret at the heart of their collection--a tale of familial loyalty and betrayal, and the pursuit of magic and power. For generations, the Kalotay family has guarded a collection of ancient and rare books. Books that let a person walk through walls or manipulate the elements--books of magic that half-sisters Joanna and Esther have been raised to revere and protect. All magic comes with a price, though, and for years the sisters have been separated. Esther has fled to a remote base in Antarctica to escape the fate that killed her own mother, and Joanna's isolated herself in their family home in Vermont, devoting her life to the study of these cherished volumes. But after their father dies suddenly while reading a book Joanna has never seen before, the sisters must reunite to preserve their family legacy. In the process, they'll uncover a world of magic far bigger and more dangerous than they ever imagined, and all the secrets their parents kept hidden; secrets that span centuries, continents, and even other libraries . . . In the great tradition of Ninth House, The Magicians, and Practical Magic, this is a suspenseful and richly atmospheric novel that draws readers into a vast world filled with mystery and magic, romance, and intrigue--and marks the debut of an extraordinary new voice in speculative fiction. ""Ink Blood Sister Scribe is so many things at once: an adventure, a puzzle, a twisty thriller, and a tender romance. . . . I adored it."" - ALIX E. HARROW ""If, like me, you're a fan of Holly Black and Leigh Bardugo, pick up this book at once."" -- KELLY LINK",,,,,,,,,,,416,,,5.98 x 1.30 x 9.45 in,,,English,,813/.6,,,,9780063253469,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/05/14 20:14:44.540671944,,,,,,,,J5hszwEACAAJ,,0,0,0,,,
Jade City,,,,,Fonda Lee,"Lee, Fonda",,,,,,Orbit,New York,,2018,,,,Families,,,,,,,,,,,,560,,,,,,English,,813/.6,,,,9780316440882,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 11:02:17.767338991,,,,,,,,,,0,0,0,,http://images.amazon.com/images/P/0316440884.01Z.jpg,
Jade Legacy,,,,,Fonda Lee,"Lee, Fonda",,,,,,Orbit,"New York, NY",,2022,,,,American literature,,,,,,,,,,,,716,,,,,,English,,813/.6,,,,9780316440967,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 11:01:53.807037949,,,,,,,,,,0,0,0,,https://covers.openlibrary.org/b/id/14756138-L.jpg,
Jade War,,,,,Fonda Lee,"Lee, Fonda",,,,,,Orbit,"New York, NY",,2020,,,,"Fiction, fantasy, general",,,,,,,,,,,,640,,,,,,English,,813/.6,,,,9780316440905,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 11:01:53.803200006,,,,,,,,,,0,0,0,,http://images.amazon.com/images/P/0316440906.01Z.jpg,
Leviathan Wakes,,,,,James S. A. Corey,"Corey, James S. A.",,,,,,Orbit,New York,2011/06/15,2011,,,,Fiction,"The first book in the landmark Expanse series, now a major television series. Leviathan Wakes is James S. A. Corey's first novel in the epic, New York Times bestselling series the Expanse, a modern masterwork of science fiction where humanity has colonized the solar system. Two hundred years after migrating into space, mankind is in turmoil. When a reluctant ship's captain and washed-up detective find themselves involved in the case of a missing girl, what they discover brings our solar system to the brink of civil war, and exposes the greatest conspiracy in human history.Leviathan Wakes is the breakneck science fiction adventure that launched the epic bestselling Expanse series. The ExpanseLeviathan WakesCaliban's WarAbaddon's GateCibola BurnNemesis GamesBabylon's AshesPersepolis RisingThe Expanse Short FictionThe Butcher of Anderson StationGods of RiskThe ChurnThe Vital Abyss",,,,,,,,,,,592,,,5.98 x 1.61 x 9.45 in,,9.99 $,English,,813/.6,,,,9780316129084,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 21:10:47.829107999,,,,,,,,1VdJlwEACAAJ,,0,0,0,,,
Little Fires Everywhere: Reese's Book Club,,A Novel,,,Celeste Ng,"Ng, Celeste",,,,,,Penguin,New York,2019/05/07,2019,,,,Fiction,"The #1 New York Times bestseller • Named a Best Book of the Year by People, The Washington Post, Bustle, Esquire, Southern Living, The Daily Beast, GQ, Entertainment Weekly, NPR, Amazon, Barnes & Noble, iBooks, Audible, Goodreads, Library Reads, Book of the Month, Paste, Kirkus Reviews, St. Louis Post-Dispatch, and more“To say I love this book is an understatement. It’s a deep psychological mystery about the power of motherhood, the intensity of teenage love, and the danger of perfection. It moved me to tears.” —Reese Witherspoon“I read Little Fires Everywhere in a single, breathless sitting. . . . Be ready to be wowed by Ng's writing—and unsettled by the mirror held up to one's own beliefs.” —Jodi PicoultFrom the bestselling author of Everything I Never Told You and Our Missing Hearts comes a riveting novel that traces the intertwined fates of the picture-perfect Richardson family and the enigmatic mother and daughter who upend their lives. In Shaker Heights, a placid, progressive suburb of Cleveland, everything is planned—from the layout of the winding roads, to the colors of the houses, to the successful lives its residents will go on to lead. And no one embodies this spirit more than Elena Richardson, whose guiding principle is playing by the rules. Enter Mia Warren—an enigmatic artist and single mother—who arrives in this idyllic bubble with her teenaged daughter Pearl, and rents a house from the Richardsons. Soon Mia and Pearl become more than tenants: all four Richardson children are drawn to the mother-daughter pair. But Mia carries with her a mysterious past and a disregard for the status quo that threatens to upend this carefully ordered community.When old family friends of the Richardsons attempt to adopt a Chinese-American baby, a custody battle erupts that dramatically divides the town—and puts Mia and Elena on opposing sides.  Suspicious of Mia and her motives, Elena is determined to uncover the secrets in Mia’s past. But her obsession will come at unexpected and devastating costs.  Little Fires Everywhere explores the weight of secrets, the nature of art and identity, and the ferocious pull of motherhood—and the danger of believing that following the rules can avert disaster.",,,,,,,,,,,368,,,5.00 x 0.67 x 7.87 in,,,English,,813/.6,,,,9780735224315,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:41:13.668800950,,,,,,,,GI-RDwAAQBAJ,,0,0,0,,,
Lula Dean's Little Library of Banned Books,,A Novel,,,Kirsten Miller,"Miller, Kirsten",,,,,,HarperCollins Publishers,"New York, NY",,2024,,,,Fiction,"""Kirsten Miller has that rare ability to take a serious subject and make it very, very funny. I enjoyed this novel and you will too.""--James Patterson The provocative and hilarious summer read that will have book lovers cheering and everyone talking! Kirsten Miller, author of The Change, brings us a bracing, wildly entertaining satire about a small Southern town, a pitched battle over banned books, and a little lending library that changes everything. Beverly Underwood and her arch enemy, Lula Dean, live in the tiny town of Troy, Georgia, where they were born and raised. Now Beverly is on the school board, and Lula has become a local celebrity by embarking on mission to rid the public libraries of all inappropriate books--none of which she's actually read. To replace the ""pornographic"" books she's challenged at the local public library, Lula starts her own lending library in front of her home: a cute wooden hutch with glass doors and neat rows of the worthy literature that she's sure the town's readers need. What Lula doesn't know is that a local troublemaker has stolen her wholesome books, removed their dust jackets, and restocked Lula's library with banned books: literary classics, gay romances, Black history, witchy spell books, Judy Blume novels, and more. One by one, neighbors who borrow books from Lula Dean's library find their lives changed in unexpected ways. Finally, one of Lula Dean's enemies discovers the library and decides to turn the tables on her, just as Lula and Beverly are running against each other to replace the town's disgraced mayor. That's when all the townspeople who've been borrowing from Lula's library begin to reveal themselves. That's when the showdown that's been brewing between Beverly and Lula will roil the whole town...and change it forever.",,,,,,,,,,,304,,,6.30 x 1.10 x 9.02 in,,,English,,813/.6,,,,9780063348691,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 10:48:38.585775971,,,,,,,,veYn0AEACAAJ,,0,0,0,,,
